Member_number,Date,itemDescription
1428,9/15/2014,shopping bags
4806,7/5/2014,liquor
3607,2/22/2014,sliced cheese
4587,5/23/2014,salt
3028,11/20/2014,napkins
1308,11/1/2014,napkins
2417,3/11/2014,spread cheese
2573,7/1/2014,zwieback
4862,7/18/2014,yogurt
1190,6/21/2014,bottled water
3879,3/8/2014,yogurt
3383,9/19/2014,pet care
1599,10/10/2014,cream cheese 
4689,11/28/2014,soda
1233,7/4/2014,UHT-milk
1301,1/30/2014,whipped/sour cream
1110,9/22/2014,pickled vegetables
3320,12/4/2014,processed cheese
2679,12/16/2014,curd cheese
3540,10/27/2014,salty snack
4585,5/17/2014,yogurt
3743,12/22/2014,pickled vegetables
1961,1/13/2014,sugar
1897,1/5/2014,cream cheese 
4606,7/11/2014,fruit/vegetable juice
3660,10/14/2014,sugar
2922,6/6/2014,misc. beverages
3800,11/25/2014,domestic eggs
3762,11/28/2014,white bread
4317,3/27/2014,sparkling wine
3325,11/4/2014,hard cheese
1731,8/26/2014,other vegetables
1327,8/3/2014,pastry
4387,12/23/2014,whipped/sour cream
1740,11/7/2014,canned beer
1006,11/7/2014,shopping bags
4993,5/25/2014,rolls/buns
1888,2/8/2014,yogurt
3762,10/31/2014,salt
2243,1/10/2014,yogurt
2738,1/16/2014,brown bread
3869,12/8/2014,male cosmetics
2924,5/26/2014,newspapers
4613,4/10/2014,rolls/buns
3421,10/18/2014,soda
4764,8/28/2014,vinegar
4800,10/27/2014,soda
1288,8/20/2014,abrasive cleaner
2194,6/6/2014,frozen vegetables
2072,12/8/2014,chocolate
2950,3/2/2014,shopping bags
1681,6/7/2014,rolls/buns
3957,7/20/2014,salt
1004,10/13/2014,packaged fruit/vegetables
4048,12/4/2014,fruit/vegetable juice
2309,4/17/2014,domestic eggs
3238,6/2/2014,white bread
3613,10/20/2014,pastry
1716,11/8/2014,long life bakery product
3669,6/25/2014,candles
4806,9/13/2014,candy
1434,11/13/2014,canned beer
3977,1/2/2014,oil
4086,1/14/2014,dishes
3357,6/22/2014,pickled vegetables
2159,8/10/2014,shopping bags
2984,9/25/2014,ice cream
1351,1/15/2014,rolls/buns
1359,5/29/2014,soda
3636,10/8/2014,rolls/buns
3783,11/4/2014,cereals
2807,2/6/2014,newspapers
3960,2/15/2014,rolls/buns
4233,6/23/2014,root vegetables
3683,5/10/2014,curd
4838,7/9/2014,brown bread
2779,1/21/2014,specialty cheese
4297,2/3/2014,shopping bags
1258,9/8/2014,frozen vegetables
2755,11/25/2014,soda
2340,1/17/2014,soda
1690,9/5/2014,bottled water
2592,8/9/2014,curd
2952,12/1/2014,sugar
3246,12/25/2014,whole milk
1900,3/15/2014,shopping bags
3414,5/22/2014,cream cheese 
1153,10/8/2014,bottled beer
1751,4/9/2014,flour
2499,1/11/2014,ice cream
2355,2/19/2014,ice cream
3660,9/21/2014,coffee
2760,6/20/2014,vinegar
1028,4/24/2014,onions
4657,3/4/2014,bottled water
1569,9/3/2014,white bread
3737,6/7/2014,white bread
3462,1/10/2014,dessert
2921,11/18/2014,other vegetables
1111,3/3/2014,soda
1261,6/10/2014,canned vegetables
1572,3/31/2014,rice
1811,2/6/2014,dessert
3287,12/11/2014,chocolate
1020,7/19/2014,newspapers
2374,9/16/2014,chocolate
2252,10/3/2014,oil
3289,3/21/2014,white bread
1312,12/11/2014,canned vegetables
1045,12/1/2014,butter
1275,1/18/2014,shopping bags
4241,2/10/2014,bottled water
1116,6/22/2014,canned vegetables
1356,8/17/2014,cat food
2354,6/1/2014,soups
4045,7/30/2014,waffles
3189,4/16/2014,whole milk
3515,5/31/2014,canned vegetables
1169,1/25/2014,other vegetables
2299,4/8/2014,cake bar
3539,7/11/2014,frozen dessert
2389,6/6/2014,frozen vegetables
1487,2/11/2014,cling film/bags
4698,1/20/2014,specialty chocolate
3335,5/9/2014,light bulbs
1065,1/14/2014,long life bakery product
4763,2/27/2014,pastry
2879,6/27/2014,detergent
1451,8/28/2014,kitchen towels
1947,7/1/2014,specialty chocolate
4364,4/13/2014,sugar
4477,10/14/2014,chewing gum
1150,6/9/2014,UHT-milk
2873,5/23/2014,frozen vegetables
3040,11/10/2014,cat food
4862,8/6/2014,whipped/sour cream
2795,6/27/2014,soda
2254,1/30/2014,mustard
2066,12/29/2014,hard cheese
3180,9/11/2014,whole milk
1205,12/8/2014,ready soups
4040,11/14/2014,rolls/buns
4760,10/16/2014,whole milk
2357,5/6/2014,whipped/sour cream
1507,5/24/2014,frozen vegetables
1870,10/6/2014,specialty chocolate
3900,5/8/2014,yogurt
3627,6/7/2014,whole milk
2098,2/8/2014,fruit/vegetable juice
2242,4/27/2014,rolls/buns
3444,7/1/2014,brown bread
2437,6/24/2014,rubbing alcohol
2267,10/6/2014,instant coffee
3930,5/31/2014,brown bread
1964,3/18/2014,domestic eggs
4362,1/14/2014,domestic eggs
2339,5/20/2014,sliced cheese
1663,2/24/2014,herbs
2384,1/14/2014,fruit/vegetable juice
3013,4/19/2014,soap
3765,1/4/2014,margarine
1446,7/5/2014,pastry
2135,2/15/2014,hard cheese
4872,1/6/2014,domestic eggs
4817,5/14/2014,yogurt
2571,7/7/2014,sliced cheese
4338,7/7/2014,waffles
2760,1/4/2014,rolls/buns
4564,11/10/2014,brown bread
1862,5/21/2014,liquor (appetizer)
4155,10/9/2014,softener
2965,4/1/2014,salty snack
4854,12/1/2014,candy
3349,1/18/2014,curd
3416,5/4/2014,rice
1466,8/23/2014,whole milk
1032,9/23/2014,pastry
4489,5/24/2014,other vegetables
3862,3/14/2014,processed cheese
1181,7/13/2014,whole milk
4772,8/6/2014,rolls/buns
3612,5/31/2014,other vegetables
3266,7/10/2014,soda
4969,7/1/2014,butter milk
1035,8/15/2014,white bread
2917,4/22/2014,processed cheese
2861,10/25/2014,whole milk
3247,9/8/2014,other vegetables
3913,6/5/2014,rolls/buns
3877,6/20/2014,zwieback
1129,11/14/2014,shopping bags
2605,2/6/2014,yogurt
2308,10/9/2014,bottled beer
1412,6/20/2014,specialty fat
3743,6/1/2014,photo/film
2937,6/10/2014,brown bread
1932,6/7/2014,other vegetables
3857,3/4/2014,frozen vegetables
3810,7/21/2014,yogurt
1241,8/14/2014,soda
1607,12/10/2014,pickled vegetables
3854,6/26/2014,soda
4509,7/30/2014,chocolate
2654,8/8/2014,whole milk
2511,4/10/2014,cocoa drinks
4337,4/27/2014,shopping bags
2993,8/7/2014,chewing gum
3138,12/28/2014,root vegetables
3518,8/2/2014,whole milk
1057,6/1/2014,sliced cheese
2125,2/4/2014,soda
4137,7/23/2014,zwieback
4761,11/24/2014,margarine
1162,3/28/2014,male cosmetics
1761,2/26/2014,frozen fish
3507,7/20/2014,specialty chocolate
3104,6/2/2014,soda
2070,4/27/2014,cake bar
4266,2/19/2014,bottled beer
4187,4/5/2014,white bread
3297,5/29/2014,frozen meals
2618,5/1/2014,specialty chocolate
3895,2/6/2014,yogurt
4657,9/21/2014,oil
2042,4/17/2014,cream cheese 
1342,3/4/2014,bottled water
2784,5/26/2014,domestic eggs
4110,1/25/2014,hygiene articles
2908,4/27/2014,flour
3489,8/26/2014,long life bakery product
1335,3/1/2014,domestic eggs
2718,7/2/2014,popcorn
1153,3/28/2014,canned beer
4165,3/4/2014,soda
3769,1/31/2014,domestic eggs
1733,2/27/2014,white bread
2290,12/23/2014,chocolate
2669,3/24/2014,cat food
1852,4/3/2014,canned beer
4515,6/3/2014,bottled water
4875,4/15/2014,misc. beverages
3437,10/31/2014,pastry
1494,5/16/2014,soft cheese
4505,12/30/2014,domestic eggs
2440,10/11/2014,long life bakery product
2603,6/28/2014,soda
4629,11/23/2014,fruit/vegetable juice
3382,1/4/2014,bottled beer
4509,6/6/2014,male cosmetics
1510,10/13/2014,kitchen towels
2470,12/12/2014,beverages
4487,8/4/2014,hard cheese
4574,11/22/2014,rolls/buns
4005,5/13/2014,newspapers
1379,11/6/2014,candles
3830,12/10/2014,newspapers
4812,9/6/2014,baking powder
3956,1/1/2014,waffles
4234,1/10/2014,pastry
3180,7/30/2014,onions
3300,7/31/2014,soda
4287,7/20/2014,soda
1628,10/2/2014,soda
2033,5/4/2014,canned beer
2517,4/17/2014,frozen fish
2430,1/28/2014,pastry
3108,3/25/2014,bottled beer
4574,4/18/2014,pastry
2851,5/5/2014,red/blush wine
4719,12/2/2014,yogurt
1128,3/27/2014,frozen vegetables
1571,11/17/2014,dishes
1810,4/30/2014,bottled water
2453,1/10/2014,sugar
3616,5/11/2014,curd
2530,6/8/2014,shopping bags
4617,11/24/2014,brown bread
2176,5/14/2014,bottled water
4183,6/19/2014,frozen potato products
2951,12/30/2014,soda
2587,10/30/2014,newspapers
4540,8/23/2014,fruit/vegetable juice
3024,12/22/2014,salt
2348,7/23/2014,chocolate
4559,1/9/2014,frozen vegetables
3213,2/7/2014,hard cheese
3972,8/14/2014,candy
4935,2/16/2014,newspapers
4198,10/11/2014,canned fish
1139,2/2/2014,canned beer
4959,10/10/2014,pastry
1550,3/9/2014,specialty chocolate
3536,4/4/2014,soups
4697,3/11/2014,shopping bags
3164,3/24/2014,rolls/buns
4640,3/11/2014,bottled water
2986,5/11/2014,bottled water
1878,8/22/2014,soups
1037,2/24/2014,rolls/buns
3863,10/3/2014,napkins
1534,5/11/2014,pastry
1109,11/22/2014,pastry
2381,7/5/2014,pickled vegetables
3787,9/25/2014,whipped/sour cream
4628,2/7/2014,curd
3157,8/10/2014,shopping bags
2535,12/29/2014,sweet spreads
1006,5/7/2014,rolls/buns
3897,4/11/2014,canned beer
2804,9/19/2014,canned beer
3804,9/21/2014,shopping bags
3060,8/18/2014,red/blush wine
3158,6/5/2014,frozen vegetables
1477,11/21/2014,other vegetables
4211,9/16/2014,margarine
4046,11/26/2014,oil
4836,5/28/2014,salty snack
3773,3/17/2014,mustard
1774,11/26/2014,salty snack
2158,6/23/2014,brown bread
2154,5/31/2014,bottled beer
1991,5/13/2014,long life bakery product
3502,9/9/2014,salty snack
3465,2/19/2014,napkins
1235,6/25/2014,abrasive cleaner
2978,8/27/2014,liquor
1809,2/1/2014,waffles
3359,7/25/2014,chewing gum
4877,8/27/2014,salty snack
3956,5/20/2014,processed cheese
3716,5/13/2014,canned fish
2408,10/11/2014,cat food
3549,10/6/2014,salty snack
1863,11/24/2014,newspapers
4956,4/3/2014,margarine
2771,6/25/2014,vinegar
2507,5/15/2014,canned beer
2193,11/26/2014,candy
1504,12/29/2014,chocolate
1393,6/25/2014,flour
3852,8/31/2014,rolls/buns
1911,10/3/2014,newspapers
1627,11/8/2014,fruit/vegetable juice
3387,9/5/2014,frozen fish
1931,8/12/2014,pastry
4316,2/28/2014,rolls/buns
3872,4/4/2014,yogurt
1492,2/5/2014,yogurt
2898,7/23/2014,bottled water
3832,12/1/2014,specialty bar
3887,9/24/2014,bottled water
1823,4/16/2014,cling film/bags
1418,2/12/2014,butter
3931,9/10/2014,canned vegetables
2059,3/15/2014,yogurt
1004,4/2/2014,tropical fruit
1507,4/4/2014,dessert
3185,4/3/2014,long life bakery product
3369,7/18/2014,napkins
3407,1/9/2014,bottled beer
1610,12/23/2014,cream cheese 
2291,3/26/2014,packaged fruit/vegetables
4868,4/4/2014,margarine
1051,9/17/2014,frozen vegetables
1785,2/23/2014,cling film/bags
4097,3/10/2014,coffee
1207,9/12/2014,semi-finished bread
4002,1/13/2014,domestic eggs
4266,2/9/2014,Instant food products
2873,1/28/2014,rolls/buns
4220,5/5/2014,soft cheese
1218,5/28/2014,curd
4956,5/7/2014,bottled water
2688,1/23/2014,roll products 
1082,5/13/2014,other vegetables
3844,11/13/2014,house keeping products
4314,5/10/2014,whole milk
4404,3/13/2014,flower (seeds)
4388,2/18/2014,butter milk
2547,9/3/2014,specialty chocolate
2157,2/6/2014,dishes
1118,7/11/2014,canned beer
3941,10/11/2014,specialty cheese
1799,12/16/2014,pastry
2869,2/8/2014,brown bread
3161,9/10/2014,brandy
3008,4/15/2014,coffee
1619,7/20/2014,long life bakery product
1970,5/6/2014,white bread
2860,11/1/2014,bottled water
3456,12/24/2014,hygiene articles
4394,7/18/2014,yogurt
1027,5/14/2014,whole milk
3466,5/31/2014,whole milk
2810,8/2/2014,salty snack
1023,12/30/2014,specialty bar
3045,1/29/2014,pet care
4200,6/23/2014,shopping bags
4280,6/9/2014,long life bakery product
4257,3/2/2014,napkins
3720,3/22/2014,pasta
3927,9/26/2014,brown bread
1269,7/10/2014,canned fruit
2907,12/19/2014,sugar
3784,4/30/2014,whipped/sour cream
4770,5/15/2014,soda
3287,5/13/2014,dessert
4003,11/14/2014,canned beer
1723,7/21/2014,shopping bags
3832,3/23/2014,napkins
3758,2/1/2014,rolls/buns
3881,4/6/2014,specialty chocolate
3596,1/21/2014,curd cheese
4765,8/1/2014,misc. beverages
4304,7/18/2014,ice cream
2065,11/28/2014,soda
1935,4/24/2014,yogurt
1764,9/20/2014,butter
3565,4/15/2014,shopping bags
3559,7/17/2014,chewing gum
2499,7/20/2014,pickled vegetables
1474,8/13/2014,newspapers
2289,5/2/2014,red/blush wine
1522,7/1/2014,shopping bags
1887,8/7/2014,napkins
3109,3/25/2014,brown bread
3998,10/9/2014,hygiene articles
3181,8/5/2014,zwieback
1813,1/12/2014,brown bread
3171,10/17/2014,chocolate
4944,1/20/2014,white bread
4710,2/17/2014,pickled vegetables
2104,2/7/2014,bottled water
1743,1/12/2014,specialty bar
2949,1/6/2014,shopping bags
4416,2/10/2014,pastry
2000,4/7/2014,fruit/vegetable juice
4114,3/27/2014,bottled water
1435,6/2/2014,soda
3841,7/29/2014,newspapers
3323,6/3/2014,rolls/buns
1184,6/24/2014,newspapers
3378,3/13/2014,rolls/buns
1561,10/17/2014,canned beer
2817,9/25/2014,beverages
4272,11/25/2014,other vegetables
4376,5/25/2014,hygiene articles
3867,7/24/2014,napkins
1702,12/1/2014,yogurt
2381,4/27/2014,yogurt
1948,9/23/2014,herbs
2868,4/22/2014,chocolate
4531,12/5/2014,soda
1370,9/9/2014,pastry
1102,9/30/2014,brown bread
2473,9/11/2014,white bread
2266,8/30/2014,whipped/sour cream
1655,4/11/2014,chocolate
2649,2/8/2014,shopping bags
1740,2/21/2014,dessert
4617,11/18/2014,berries
2921,4/3/2014,specialty fat
2533,12/23/2014,bottled water
3168,3/26/2014,sugar
2993,10/23/2014,waffles
4292,6/4/2014,coffee
1674,6/30/2014,bottled water
2092,1/4/2014,canned fish
1062,7/11/2014,ketchup
1015,6/28/2014,chocolate
4149,11/2/2014,frozen fish
3476,5/2/2014,chocolate marshmallow
4786,7/13/2014,waffles
2054,6/8/2014,shopping bags
2518,6/12/2014,white bread
4771,12/26/2014,newspapers
4666,9/27/2014,fruit/vegetable juice
4513,1/30/2014,shopping bags
1225,11/29/2014,seasonal products
3496,11/8/2014,candy
1720,9/13/2014,shopping bags
4091,3/31/2014,dental care
3477,7/17/2014,long life bakery product
3227,8/20/2014,soda
2123,6/6/2014,pastry
4837,12/17/2014,long life bakery product
4316,8/31/2014,canned beer
3263,6/30/2014,coffee
3421,6/13/2014,red/blush wine
4819,4/23/2014,sugar
1294,7/10/2014,domestic eggs
1309,6/5/2014,margarine
2589,7/6/2014,whipped/sour cream
1234,4/14/2014,coffee
2685,12/4/2014,soda
1395,11/24/2014,whole milk
2480,1/3/2014,soda
4303,1/17/2014,instant coffee
3915,9/24/2014,other vegetables
3646,12/5/2014,coffee
2443,5/22/2014,white wine
4616,10/16/2014,pastry
2325,6/5/2014,canned fruit
1660,6/15/2014,domestic eggs
3982,11/22/2014,yogurt
3181,7/10/2014,herbs
3251,10/20/2014,napkins
4846,10/28/2014,rolls/buns
4511,8/18/2014,UHT-milk
1689,9/19/2014,whole milk
3789,10/3/2014,hygiene articles
2737,12/26/2014,shopping bags
1374,1/9/2014,cream cheese 
3948,2/20/2014,sparkling wine
4544,5/15/2014,candy
1175,6/28/2014,specialty chocolate
4800,12/29/2014,tea
1759,1/8/2014,dog food
2252,8/6/2014,seasonal products
4958,6/2/2014,margarine
4082,7/5/2014,dish cleaner
2642,6/15/2014,spices
1805,2/5/2014,newspapers
2706,3/5/2014,sliced cheese
3843,9/12/2014,napkins
1061,3/17/2014,bottled beer
2345,11/30/2014,rolls/buns
3256,10/10/2014,white bread
1693,9/2/2014,cream cheese 
4275,10/30/2014,hygiene articles
1969,5/1/2014,cat food
3185,12/6/2014,candy
3474,10/29/2014,soda
4828,10/28/2014,shopping bags
1157,4/10/2014,napkins
2692,6/23/2014,soda
3399,5/25/2014,soda
3792,7/30/2014,frozen dessert
1077,8/30/2014,artif. sweetener
2711,10/23/2014,soda
2298,2/10/2014,specialty bar
1991,12/25/2014,fruit/vegetable juice
3821,8/3/2014,soups
1591,12/29/2014,photo/film
2966,8/10/2014,pudding powder
3795,4/2/2014,herbs
2970,11/11/2014,canned fish
4468,2/5/2014,dishes
1244,11/25/2014,bottled water
4121,7/25/2014,onions
3424,8/5/2014,whole milk
1341,4/21/2014,spices
3801,8/25/2014,pot plants
2230,7/24/2014,cooking chocolate
2323,12/27/2014,soda
2907,2/11/2014,frozen potato products
2447,7/26/2014,soda
4272,5/15/2014,bottled water
1433,9/22/2014,yogurt
3846,4/8/2014,curd cheese
4694,5/12/2014,yogurt
1748,7/27/2014,processed cheese
4410,11/24/2014,bottled beer
4636,3/26/2014,pastry
1867,11/19/2014,newspapers
4334,3/16/2014,pickled vegetables
1034,2/24/2014,yogurt
3461,5/19/2014,chocolate
2488,8/26/2014,other vegetables
4150,3/24/2014,red/blush wine
2412,12/12/2014,soda
3505,7/31/2014,brown bread
2718,11/8/2014,margarine
2564,1/14/2014,rolls/buns
2005,10/18/2014,cat food
3835,3/2/2014,dishes
2402,9/29/2014,spread cheese
4343,4/26/2014,soap
2562,4/30/2014,whole milk
2753,2/23/2014,whipped/sour cream
4553,4/11/2014,yogurt
3760,7/3/2014,rolls/buns
3729,12/24/2014,newspapers
1674,7/6/2014,soda
3817,12/29/2014,hard cheese
4933,2/7/2014,soda
3836,6/14/2014,other vegetables
4925,9/26/2014,bottled water
4886,4/7/2014,cat food
4504,1/21/2014,rolls/buns
3830,1/28/2014,candy
4234,1/22/2014,oil
1727,11/8/2014,canned fish
2511,10/11/2014,packaged fruit/vegetables
4232,7/7/2014,long life bakery product
3081,7/18/2014,fruit/vegetable juice
4906,7/17/2014,bottled water
4018,2/28/2014,long life bakery product
2890,2/13/2014,soda
1822,5/6/2014,pasta
3849,2/18/2014,female sanitary products
3238,3/7/2014,bottled beer
4458,3/21/2014,specialty chocolate
1522,12/24/2014,dish cleaner
1419,8/12/2014,brown bread
4652,8/26/2014,chocolate
3896,6/4/2014,soda
2754,4/6/2014,detergent
2068,7/21/2014,coffee
2522,7/17/2014,specialty bar
4434,1/28/2014,napkins
4896,5/3/2014,whipped/sour cream
3462,9/21/2014,fruit/vegetable juice
1341,8/11/2014,bottled beer
4036,6/14/2014,domestic eggs
1811,11/13/2014,butter milk
2247,11/8/2014,cat food
3727,7/13/2014,pastry
2626,9/8/2014,hygiene articles
3225,9/19/2014,whipped/sour cream
1483,1/25/2014,yogurt
2062,8/22/2014,onions
3310,9/9/2014,rolls/buns
4500,10/25/2014,misc. beverages
3643,6/3/2014,fruit/vegetable juice
1887,5/4/2014,frozen vegetables
2196,12/2/2014,yogurt
1791,2/2/2014,cake bar
1402,10/14/2014,rolls/buns
2279,3/1/2014,pot plants
1650,1/20/2014,rolls/buns
3776,2/7/2014,UHT-milk
3753,12/28/2014,herbs
4868,12/24/2014,bottled water
3682,12/24/2014,shopping bags
2344,11/20/2014,whole milk
2585,5/17/2014,whole milk
3839,6/21/2014,pasta
4747,11/5/2014,bottled beer
3900,12/6/2014,shopping bags
1146,2/21/2014,root vegetables
4683,9/7/2014,rolls/buns
3775,6/3/2014,whipped/sour cream
1816,6/20/2014,sauces
4624,12/6/2014,margarine
1108,5/22/2014,whipped/sour cream
3942,5/11/2014,frozen vegetables
3257,2/9/2014,bottled water
3329,9/11/2014,frozen vegetables
4272,8/14/2014,pastry
4292,5/16/2014,brown bread
1694,1/10/2014,rolls/buns
2431,1/17/2014,soda
1026,8/3/2014,rolls/buns
3137,2/27/2014,whipped/sour cream
4153,9/28/2014,brown bread
3026,3/30/2014,semi-finished bread
3106,4/20/2014,white wine
1419,12/3/2014,coffee
4656,2/3/2014,frozen dessert
3119,1/10/2014,whole milk
3628,1/8/2014,chocolate marshmallow
2236,11/27/2014,brandy
1472,2/15/2014,curd cheese
4652,11/9/2014,hygiene articles
3044,9/17/2014,newspapers
4570,4/4/2014,other vegetables
2855,6/13/2014,processed cheese
1344,1/28/2014,oil
1586,11/3/2014,butter
2390,10/22/2014,whole milk
1425,6/24/2014,soda
2736,5/13/2014,frozen vegetables
1621,2/13/2014,detergent
2904,9/28/2014,whipped/sour cream
1285,6/21/2014,butter
4251,11/14/2014,domestic eggs
4314,6/15/2014,newspapers
1037,6/6/2014,chewing gum
3115,10/29/2014,snack products
3550,4/17/2014,soda
1285,5/29/2014,napkins
2806,3/13/2014,onions
2751,8/2/2014,shopping bags
2001,5/2/2014,chocolate
3895,2/17/2014,other vegetables
3527,3/11/2014,dish cleaner
3033,2/28/2014,ice cream
2761,1/31/2014,frozen vegetables
1011,2/15/2014,bottled water
3703,4/30/2014,curd
3595,6/1/2014,bottled water
4169,9/8/2014,domestic eggs
2025,5/31/2014,cake bar
1430,12/1/2014,soft cheese
1410,12/25/2014,rolls/buns
4588,2/9/2014,mayonnaise
4291,7/8/2014,sugar
3444,8/4/2014,shopping bags
4134,12/26/2014,bottled water
2365,8/14/2014,newspapers
2816,1/18/2014,frozen vegetables
1146,3/28/2014,candy
2071,3/24/2014,Instant food products
1291,1/8/2014,mustard
4490,1/21/2014,whole milk
4280,6/26/2014,bottled water
2056,12/19/2014,condensed milk
4112,8/9/2014,bottled water
2416,2/16/2014,pastry
2955,7/6/2014,pastry
4403,11/1/2014,other vegetables
3164,9/24/2014,yogurt
3038,4/13/2014,soda
2231,6/22/2014,butter
2079,2/25/2014,other vegetables
4152,7/12/2014,rolls/buns
1891,5/7/2014,UHT-milk
